1557.59182128  2509.65543355
1842.93828095  2381.78720182
2094.58538432  2377.16773949
2318.21279818  2514.35062476
2603.33207119  2645.74024991
2817.72056039  2659.40931465
3140.70427868  2747.8227944
3445.43733434  2829.95077622
3242.93828095  2581.78720182
3161.90836804  2383.75615297
3133.20711852  2303.33207119
3191.89700871  2161.71904582
3179.0988262  1933.24498296
3301.55244226  1693.26012874
3564.93752367  1460.31806134
3628.0954184  1386.63385081
3717.90988262  1226.69443393
3357.89473684  1397.31162438
3189.17076865  1272.81332828
3263.00643696  1514.00984476
2965.24043923  1647.97425218
2698.14464218  1782.12798183
2321.09049602  1897.08443771
2175.38811056  1834.45664521
2102.76410451  1543.88489209
2055.88792124  1204.08936009
2194.16887543  1069.14047709
2210.67777357  896.402877698
2007.80007573  913.669064748
1831.65467626  1091.59409315
1813.6312003  1326.05073836
1669.67057933  1442.44604317
1505.64180235  1626.61870504
1316.92540704  1816.81181371
1147.36842105  1976.25899281
897.387353275  1912.98750473
691.253313139  1812.94964029
508.292313518  1768.61037486
349.564558879  1736.76637637
367.890950398  1989.965922
476.86482393  2299.28057554
555.017039  2614.57781144
630.367285119  2794.05528209
820.068156002  2813.74479364
1100.34078001  2642.63536539
1335.40325634  2563.83945475
1489.20863309  2546.27035214
