880.0842834	2630.432329	100
963.7280355	2471.94943	100
1105.993905	2424.615269	100
1285.359521	2365.466381	100
1458.893028	2293.975994	100
1627.49746	2173.345374	100
1764.232231	2101.403469	100
1820.935395	2040.74952	100
1942.393799	2091.319562	100
1983.557211	1913.910524	100
1937.502352	1790.646047	100
1840.12492	1758.776386	100
1854.347744	1679.196298	100
1772.961583	1745.682357	100
1705.196222	1757.120819	100
1520.901531	1767.129473	100
1438.311322	1882.680513	100
1399.104489	1980.358957	100
1250.253979	2046.017233	100
1102.156	2081.009896	100
985.0246454	2104.112579	100
917.4097904	2109.417918	100
839.1842571	2047.108402	100
766.7908342	1997.140385	100
817.9252737	2163.411973	100
839.1466305	2298.641683	100
865.7485796	2464.612259	100
606.8781277	2013.583173	130
672.1225119	1854.874516	130
768.446401	1929.676036	130
938.6687738	1993.114347	130
1140.30929	2026.26331	130
1310.719795	1832.035218	130
1400.346164	1679.760695	130
1594.235617	1528.765474	130
1824.622794	1390.488016	130
1853.820973	1200.662227	130
1975.919028	975.1664973	130
2155.284645	916.0176092	130
2164.84178	1026.564323	130
1990.555744	1128.720322	130
2050.645295	1430.071114	130
2083.831885	1577.717575	130
2170.259999	1805.771908	130
2240.847349	1929.337397	130
2414.079843	1870.113256	130
2635.925801	1829.890507	130
2841.479475	1703.578282	130
2999.88712	1748.466719	130
3190.164428	1744.666441	130
3103.360048	2031.944915	130
3056.364526	2197.012454	130
2965.985627	2379.952591	130
3023.704707	2527.900064	130
2924.521203	2569.627874	130
2436.580502	2453.211423	130
2218.346691	2346.239229	130
1998.306807	2312.864507	130
1790.382662	2285.773413	130
1479.963879	2435.338827	130
1098.355721	2485.871242	130
1027.429732	2626.105279	130
949.7685969	2790.796553	130
791.2104451	2752.041239	130
712.420514	2462.730933	130
668.6232457	2247.469617	130
634.9851375	2118.222523	130
1557.591821	2509.655434	160
1842.938281	2381.787202	160
2094.585384	2377.167739	160
2318.212798	2514.350625	160
2603.332071	2645.74025	160
2817.72056	2659.409315	160
3140.704279	2747.822794	160
3445.437334	2829.950776	160
3242.938281	2581.787202	160
3161.908368	2383.756153	160
3133.207119	2303.332071	160
3191.897009	2161.719046	160
3179.098826	1933.244983	160
3301.552442	1693.260129	160
3564.937524	1460.318061	160
3628.095418	1386.633851	160
3717.909883	1226.694434	160
3357.894737	1397.311624	160
3189.170769	1272.813328	160
3263.006437	1514.009845	160
2965.240439	1647.974252	160
2698.144642	1782.127982	160
2321.090496	1897.084438	160
2175.388111	1834.456645	160
2102.764105	1543.884892	160
2055.887921	1204.08936	160
2194.168875	1069.140477	160
2210.677774	896.4028777	160
2007.800076	913.6690647	160
1831.654676	1091.594093	160
1813.6312	1326.050738	160
1669.670579	1442.446043	160
1505.641802	1626.618705	160
1316.925407	1816.811814	160
1147.368421	1976.258993	160
897.3873533	1912.987505	160
691.2533131	1812.94964	160
508.2923135	1768.610375	160
349.5645589	1736.766376	160
367.8909504	1989.965922	160
476.8648239	2299.280576	160
555.017039	2614.577811	160
630.3672851	2794.055282	160
820.068156	2813.744794	160
1100.34078	2642.635365	160
1335.403256	2563.839455	160
1489.208633	2546.270352	160
