880.084283403  2630.43232871 100.0
963.728035519  2471.94942996
1105.9939045  2424.61526884
1285.35952139  2365.46638071
1458.89302781  2293.97599428
1627.49746021  2173.34537382
1764.23223088  2101.40346917
1820.93539527  2040.74952026
1942.39379915  2091.31956203
1983.55721112  1913.91052414
1937.50235166  1790.64604733
1840.12492004  1758.7763856
1854.34774429  1679.19629755
1772.96158332  1745.68235693
1705.1962223  1757.12081875
1520.9015314  1767.12947285
1438.31132182  1882.68051323
1399.10448884  1980.35895699
1250.253979  2046.01723295
1102.15599955  2081.00989577
985.02464537  2104.11257855
917.40979042  2109.41791775
839.184257064  2047.108402
766.79083418  1997.14038454
817.925273733  2163.41197276
839.146630545  2298.64168266
865.748579599  2464.61225872
