TERSE
   302     197               NROW  NCOL 
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       717.200       717.200       717.200       717.200       717.200       717.200    
 717.200       714.296       711.442       708.683       706.063       703.617       701.368       699.325       697.486       695.834    
 694.339       692.960       691.638       690.297       688.831       687.102       684.922       682.042       678.121       672.714    
 665.319       657.299       649.829       643.618       638.758       635.070       632.517       630.995       630.321       630.536    
 631.697       634.198       637.749       641.634       646.058       650.581       654.594       657.835       660.403       662.597    
 664.784       667.428       670.266       672.997       675.593       678.191       680.878       683.493       685.848       687.843    
 689.470       690.780       691.855       692.786       693.659       694.543       695.475       696.457       697.472       698.490    
 699.484       700.433       701.320       702.137       702.878       703.541       704.126       704.633       705.064       705.423    
 705.712       705.935       706.098       706.207       706.267       706.286       706.272       706.234       706.180       706.119    
 706.059       706.006       705.966       705.944       705.944       705.967       706.016       706.093       706.198       706.332    
 706.497       706.691       706.914       707.166       707.442       707.741       708.058       708.389       708.728       709.068    
 709.402       709.724       710.027       710.305       710.552       710.763       710.936       711.066       711.153       711.194    
 711.190       711.139       711.042       710.900       710.713       710.482       710.208       709.891       709.532       709.129    
 708.683       708.192       707.654       707.069       706.435       705.755       705.034       704.280       703.514       702.761    
 702.059       701.448       700.964       700.631       700.462       700.462       700.630       700.961       701.441       702.043    
 702.731       703.468       704.220       704.966       705.691       706.388       707.055       707.692       708.302       708.885    
 709.444       709.980       710.495       710.990       711.464       711.919       712.354       712.769       713.164       713.539    
 713.893       714.226       714.537       714.827       715.096       715.343       715.569       715.775       715.961       716.128    
 716.278       716.411       716.528       716.631       716.721       716.798       716.865       716.922       716.971       717.012    
 717.047       717.075       717.099       717.119       717.135       717.149       717.159       717.168       717.175       717.181    
 717.185       717.189       717.192       717.194       717.196       717.198       717.200    
 717.200       711.343       705.585       700.025       694.750       689.833       685.324       681.243       677.582       674.306    
 671.358       668.657       666.094       663.517       660.725       657.451       653.343       647.924       640.528       630.217    
 617.334       604.578       593.580       584.980       578.583       573.960       570.867       569.098       568.363       568.643    
 570.115       573.036       577.066       582.057       587.875       593.874       599.366       604.048       608.018       611.669    
 615.861       620.655       625.548       630.242       634.846       639.856       645.142       650.322       654.981       658.903    
 662.071       664.595       666.647       668.416       670.089       671.815       673.669       675.647       677.696       679.752    
 681.754       683.657       685.433       687.064       688.540       689.859       691.020       692.026       692.881       693.591    
 694.162       694.603       694.923       695.134       695.248       695.280       695.246       695.164       695.052       694.925    
 694.800       694.692       694.612       694.568       694.567       694.614       694.713       694.866       695.077       695.346    
 695.674       696.063       696.510       697.013       697.566       698.165       698.802       699.465       700.144       700.827    
